date,asset_i,asset_j,cov
2017-12-29,IEF,LQD,3.284293523359872e-06
2017-12-29,IEF,VNQ,1.985413006495023e-06
2017-12-29,IEF,GLD,4.4363762368035905e-06
2017-12-29,IEF,DBC,5.218010125522286e-06
2017-12-29,TLT,SPY,-1.536581831908632e-05
2017-12-29,TLT,VEA,-1.5481497243043594e-05
2017-12-29,TLT,EEM,-1.9143779406191205e-05
2017-12-29,TLT,IEF,2.264214457993017e-05
2017-12-29,TLT,TLT,4.4775163664090476e-05
2017-12-29,TLT,TIP,2.2793307310728985e-05
2017-12-29,TLT,LQD,3.069154598028486e-06
2017-12-29,TLT,VNQ,3.5382156049931463e-06
2017-12-29,TLT,GLD,7.311894222156504e-06
2017-12-29,TLT,DBC,6.211814501832447e-06
2017-12-29,TIP,SPY,-1.0256976790756108e-05
2017-12-29,TIP,VEA,-9.862840263295627e-06
2017-12-29,TIP,EEM,-1.3937218116019038e-05
2017-12-29,TIP,IEF,1.529016465483794e-05
2017-12-29,TIP,TLT,2.2793307310728985e-05
2017-12-29,TIP,TIP,1.977180538731735e-05
2017-12-29,TIP,LQD,2.134939826996918e-06
2017-12-29,TIP,VNQ,2.2455930098812917e-06
2017-12-29,TIP,GLD,4.959171096012543e-06
2017-12-29,TIP,DBC,4.111141371980927e-06
2017-12-29,LQD,SPY,2.3369618008586014e-05
2017-12-29,LQD,VEA,2.5046895570612773e-05
2017-12-29,LQD,EEM,3.087574269815057e-05
2017-12-29,LQD,IEF,3.284293523359872e-06
2017-12-29,LQD,TLT,3.069154598028486e-06
2017-12-29,LQD,TIP,2.134939826996918e-06
2017-12-29,LQD,LQD,3.1589548288801505e-05
2017-12-29,LQD,VNQ,4.67902611483226e-06
2017-12-29,LQD,GLD,8.942233823528866e-06
2017-12-29,LQD,DBC,6.367160751335709e-06
2017-12-29,VNQ,SPY,2.417745131071314e-05
2017-12-29,VNQ,VEA,2.7220872016160744e-05
2017-12-29,VNQ,EEM,2.5675926034776036e-05
2017-12-29,VNQ,IEF,1.985413006495023e-06
2017-12-29,VNQ,TLT,3.5382156049931463e-06
2017-12-29,VNQ,TIP,2.2455930098812917e-06
2017-12-29,VNQ,LQD,4.67902611483226e-06
2017-12-29,VNQ,VNQ,8.486832746292172e-05
2017-12-29,VNQ,GLD,7.999804280095054e-06
2017-12-29,VNQ,DBC,3.378422087932875e-05
2017-12-29,GLD,SPY,2.4506081644361433e-05
2017-12-29,GLD,VEA,2.6462481118185512e-05
2017-12-29,GLD,EEM,2.7201171014849386e-05
2017-12-29,GLD,IEF,4.4363762368035905e-06
2017-12-29,GLD,TLT,7.311894222156504e-06
2017-12-29,GLD,TIP,4.959171096012543e-06
2017-12-29,GLD,LQD,8.942233823528866e-06
2017-12-29,GLD,VNQ,7.999804280095054e-06
2017-12-29,GLD,GLD,8.422811207897236e-05
2017-12-29,GLD,DBC,1.8206223402772425e-05
2017-12-29,DBC,SPY,3.523001645387177e-05
2017-12-29,DBC,VEA,3.596990244368308e-05
2017-12-29,DBC,EEM,3.486920631740816e-05
2017-12-29,DBC,IEF,5.218010125522286e-06
2017-12-29,DBC,TLT,6.211814501832447e-06
2017-12-29,DBC,TIP,4.111141371980927e-06
2017-12-29,DBC,LQD,6.367160751335709e-06
2017-12-29,DBC,VNQ,3.378422087932875e-05
2017-12-29,DBC,GLD,1.8206223402772425e-05
2017-12-29,DBC,DBC,0.0001440665146197107
2018-01-31,SPY,SPY,0.00011436779539694434
2018-01-31,SPY,VEA,8.551071712074247e-05
2018-01-31,SPY,EEM,0.00010093803665098838
2018-01-31,SPY,IEF,-9.292547967286245e-06
2018-01-31,SPY,TLT,-1.5281769620019398e-05
2018-01-31,SPY,TIP,-1.0482823657150248e-05
2018-01-31,SPY,LQD,2.5912503802842877e-05
2018-01-31,SPY,VNQ,2.4065526501284672e-05
2018-01-31,SPY,GLD,2.4990684485884994e-05
2018-01-31,SPY,DBC,3.5768005069732476e-05
2018-01-31,VEA,SPY,8.551071712074247e-05
2018-01-31,VEA,VEA,0.00011920362609763926
2018-01-31,VEA,EEM,0.00010641819156349525
2018-01-31,VEA,IEF,-8.869670437073272e-06
2018-01-31,VEA,TLT,-1.574973673740792e-05
2018-01-31,VEA,TIP,-1.0155834822409015e-05
2018-01-31,VEA,LQD,2.647580670804517e-05
2018-01-31,VEA,VNQ,2.76377604121194e-05
2018-01-31,VEA,GLD,2.606267577828764e-05
2018-01-31,VEA,DBC,3.647602233748929e-05
2018-01-31,EEM,SPY,0.00010093803665098838
2018-01-31,EEM,VEA,0.00010641819156349525
2018-01-31,EEM,EEM,0.0001778304715089491
2018-01-31,EEM,IEF,-1.1417238837587426e-05
2018-01-31,EEM,TLT,-1.9964624022741467e-05
2018-01-31,EEM,TIP,-1.4446921989873012e-05
2018-01-31,EEM,LQD,3.343867499095454e-05
2018-01-31,EEM,VNQ,2.6003449649127934e-05
2018-01-31,EEM,GLD,2.5983097835996237e-05
2018-01-31,EEM,DBC,3.6436372213693815e-05
2018-01-31,IEF,SPY,-9.292547967286245e-06
2018-01-31,IEF,VEA,-8.869670437073272e-06
2018-01-31,IEF,EEM,-1.1417238837587426e-05
2018-01-31,IEF,IEF,2.0950171468645646e-05
2018-01-31,IEF,TLT,2.2985417536841115e-05
2018-01-31,IEF,TIP,1.5562807118484943e-05
2018-01-31,IEF,LQD,2.9195365994314596e-06
2018-01-31,IEF,VNQ,2.697246534593594e-06
2018-01-31,IEF,GLD,4.892587579379013e-06
2018-01-31,IEF,DBC,5.456940915546549e-06
2018-01-31,TLT,SPY,-1.5281769620019398e-05
2018-01-31,TLT,VEA,-1.574973673740792e-05
2018-01-31,TLT,EEM,-1.9964624022741467e-05
2018-01-31,TLT,IEF,2.2985417536841115e-05
2018-01-31,TLT,TLT,4.515330613746822e-05
2018-01-31,TLT,TIP,2.3198557521893646e-05
2018-01-31,TLT,LQD,2.600641754777385e-06
2018-01-31,TLT,VNQ,4.201766288303584e-06
2018-01-31,TLT,GLD,8.228398966213509e-06
2018-01-31,TLT,DBC,6.503017435325478e-06
2018-01-31,TIP,SPY,-1.0482823657150248e-05
2018-01-31,TIP,VEA,-1.0155834822409015e-05
2018-01-31,TIP,EEM,-1.4446921989873012e-05
2018-01-31,TIP,IEF,1.5562807118484943e-05
2018-01-31,TIP,TLT,2.3198557521893646e-05
2018-01-31,TIP,TIP,2.0047550517245e-05
2018-01-31,TIP,LQD,1.7857315251444939e-06
2018-01-31,TIP,VNQ,2.848691900613855e-06
2018-01-31,TIP,GLD,5.5226511371820695e-06
2018-01-31,TIP,DBC,4.017501747995498e-06
2018-01-31,LQD,SPY,2.5912503802842877e-05
2018-01-31,LQD,VEA,2.647580670804517e-05
2018-01-31,LQD,EEM,3.343867499095454e-05
2018-01-31,LQD,IEF,2.9195365994314596e-06
2018-01-31,LQD,TLT,2.600641754777385e-06
2018-01-31,LQD,TIP,1.7857315251444939e-06
2018-01-31,LQD,LQD,3.282324921256457e-05
2018-01-31,LQD,VNQ,4.675250885248979e-06
2018-01-31,LQD,GLD,8.7167010784232e-06
2018-01-31,LQD,DBC,7.606560828192287e-06
2018-01-31,VNQ,SPY,2.4065526501284672e-05
2018-01-31,VNQ,VEA,2.76377604121194e-05
2018-01-31,VNQ,EEM,2.6003449649127934e-05
2018-01-31,VNQ,IEF,2.697246534593594e-06
2018-01-31,VNQ,TLT,4.201766288303584e-06
2018-01-31,VNQ,TIP,2.848691900613855e-06
2018-01-31,VNQ,LQD,4.675250885248979e-06
2018-01-31,VNQ,VNQ,8.474471161455985e-05
2018-01-31,VNQ,GLD,7.949950082612475e-06
2018-01-31,VNQ,DBC,3.5489595325048534e-05
2018-01-31,GLD,SPY,2.4990684485884994e-05
2018-01-31,GLD,VEA,2.606267577828764e-05
2018-01-31,GLD,EEM,2.5983097835996237e-05
2018-01-31,GLD,IEF,4.892587579379013e-06
2018-01-31,GLD,TLT,8.228398966213509e-06
2018-01-31,GLD,TIP,5.5226511371820695e-06
2018-01-31,GLD,LQD,8.7167010784232e-06
2018-01-31,GLD,VNQ,7.949950082612475e-06
2018-01-31,GLD,GLD,8.357949763568446e-05
2018-01-31,GLD,DBC,1.6880685164006027e-05
2018-01-31,DBC,SPY,3.5768005069732476e-05
2018-01-31,DBC,VEA,3.647602233748929e-05
2018-01-31,DBC,EEM,3.6436372213693815e-05
2018-01-31,DBC,IEF,5.456940915546549e-06
2018-01-31,DBC,TLT,6.503017435325478e-06
2018-01-31,DBC,TIP,4.017501747995498e-06
2018-01-31,DBC,LQD,7.606560828192287e-06
2018-01-31,DBC,VNQ,3.5489595325048534e-05
2018-01-31,DBC,GLD,1.6880685164006027e-05
2018-01-31,DBC,DBC,0.0001460113794886319
2018-02-28,SPY,SPY,0.00011473399168203449
2018-02-28,SPY,VEA,8.445617987138266e-05
2018-02-28,SPY,EEM,0.00010040456705295704
2018-02-28,SPY,IEF,-9.239763089992251e-06
2018-02-28,SPY,TLT,-1.5082346103355283e-05
2018-02-28,SPY,TIP,-1.050565293943989e-05
2018-02-28,SPY,LQD,2.580218652595916e-05
2018-02-28,SPY,VNQ,2.4348949674194008e-05
2018-02-28,SPY,GLD,2.530407973057125e-05
2018-02-28,SPY,DBC,3.4863347517790276e-05
2018-02-28,VEA,SPY,8.445617987138266e-05
2018-02-28,VEA,VEA,0.0001176751011041871
2018-02-28,VEA,EEM,0.0001047465870885816
2018-02-28,VEA,IEF,-8.450715576007918e-06
2018-02-28,VEA,TLT,-1.4954344569551681e-05
2018-02-28,VEA,TIP,-9.591706656304556e-06
2018-02-28,VEA,LQD,2.598085220276591e-05
2018-02-28,VEA,VNQ,2.7968426119285416e-05
2018-02-28,VEA,GLD,2.6209069564739968e-05
2018-02-28,VEA,DBC,3.5582821255675796e-05
2018-02-28,EEM,SPY,0.00010040456705295704
2018-02-28,EEM,VEA,0.0001047465870885816
2018-02-28,EEM,EEM,0.00017628042299025669
2018-02-28,EEM,IEF,-1.1268533677920947e-05
2018-02-28,EEM,TLT,-1.9292381528084907e-05
2018-02-28,EEM,TIP,-1.3933627922115529e-05
2018-02-28,EEM,LQD,3.3134261054661854e-05
2018-02-28,EEM,VNQ,2.6957800621414115e-05
2018-02-28,EEM,GLD,2.643816978937915e-05
2018-02-28,EEM,DBC,3.672329604189143e-05
2018-02-28,IEF,SPY,-9.239763089992251e-06
2018-02-28,IEF,VEA,-8.450715576007918e-06
2018-02-28,IEF,EEM,-1.1268533677920947e-05
2018-02-28,IEF,IEF,2.0743082587957124e-05
2018-02-28,IEF,TLT,2.3042054608687497e-05
2018-02-28,IEF,TIP,1.5417085517306884e-05
2018-02-28,IEF,LQD,2.9714106782409856e-06
2018-02-28,IEF,VNQ,2.7947968337499284e-06
2018-02-28,IEF,GLD,5.320335506458927e-06
2018-02-28,IEF,DBC,5.307870152470927e-06
2018-02-28,TLT,SPY,-1.5082346103355283e-05
2018-02-28,TLT,VEA,-1.4954344569551681e-05
2018-02-28,TLT,EEM,-1.9292381528084907e-05
2018-02-28,TLT,IEF,2.3042054608687497e-05
2018-02-28,TLT,TLT,4.57956362347804e-05
2018-02-28,TLT,TIP,2.3222053869730832e-05
2018-02-28,TLT,LQD,2.6601568133850577e-06
2018-02-28,TLT,VNQ,4.723874175372187e-06
2018-02-28,TLT,GLD,9.271563729332368e-06
2018-02-28,TLT,DBC,7.5339892789864e-06
2018-02-28,TIP,SPY,-1.050565293943989e-05
2018-02-28,TIP,VEA,-9.591706656304556e-06
2018-02-28,TIP,EEM,-1.3933627922115529e-05
2018-02-28,TIP,IEF,1.5417085517306884e-05
2018-02-28,TIP,TLT,2.3222053869730832e-05
2018-02-28,TIP,TIP,1.9884532886726022e-05
2018-02-28,TIP,LQD,1.7704416525221316e-06
2018-02-28,TIP,VNQ,3.142476764678834e-06
2018-02-28,TIP,GLD,6.194587681308068e-06
2018-02-28,TIP,DBC,4.292644496963239e-06
2018-02-28,LQD,SPY,2.580218652595916e-05
2018-02-28,LQD,VEA,2.598085220276591e-05
2018-02-28,LQD,EEM,3.3134261054661854e-05
2018-02-28,LQD,IEF,2.9714106782409856e-06
2018-02-28,LQD,TLT,2.6601568133850577e-06
2018-02-28,LQD,TIP,1.7704416525221316e-06
2018-02-28,LQD,LQD,3.271606980594185e-05
2018-02-28,LQD,VNQ,4.252430778769602e-06
2018-02-28,LQD,GLD,8.373494288644152e-06
2018-02-28,LQD,DBC,7.178496886376579e-06
2018-02-28,VNQ,SPY,2.4348949674194008e-05
2018-02-28,VNQ,VEA,2.7968426119285416e-05
2018-02-28,VNQ,EEM,2.6957800621414115e-05
2018-02-28,VNQ,IEF,2.7947968337499284e-06
2018-02-28,VNQ,TLT,4.723874175372187e-06
2018-02-28,VNQ,TIP,3.142476764678834e-06
2018-02-28,VNQ,LQD,4.252430778769602e-06
2018-02-28,VNQ,VNQ,8.424805308843585e-05
2018-02-28,VNQ,GLD,9.32805776990114e-06
2018-02-28,VNQ,DBC,3.539197260580611e-05
2018-02-28,GLD,SPY,2.530407973057125e-05
2018-02-28,GLD,VEA,2.6209069564739968e-05
2018-02-28,GLD,EEM,2.643816978937915e-05
2018-02-28,GLD,IEF,5.320335506458927e-06
2018-02-28,GLD,TLT,9.271563729332368e-06
2018-02-28,GLD,TIP,6.194587681308068e-06
2018-02-28,GLD,LQD,8.373494288644152e-06
2018-02-28,GLD,VNQ,9.32805776990114e-06
2018-02-28,GLD,GLD,8.405063382032131e-05
2018-02-28,GLD,DBC,1.7305864705345038e-05
2018-02-28,DBC,SPY,3.4863347517790276e-05
2018-02-28,DBC,VEA,3.5582821255675796e-05
2018-02-28,DBC,EEM,3.672329604189143e-05
2018-02-28,DBC,IEF,5.307870152470927e-06
2018-02-28,DBC,TLT,7.5339892789864e-06
2018-02-28,DBC,TIP,4.292644496963239e-06
2018-02-28,DBC,LQD,7.178496886376579e-06
2018-02-28,DBC,VNQ,3.539197260580611e-05
2018-02-28,DBC,GLD,1.7305864705345038e-05
2018-02-28,DBC,DBC,0.0001444709005344956
2018-03-30,SPY,SPY,0.00011502619808985247
2018-03-30,SPY,VEA,8.412433915005499e-05
2018-03-30,SPY,EEM,0.00010168659931968134
2018-03-30,SPY,IEF,-9.46336327179478e-06
2018-03-30,SPY,TLT,-1.548683776668189e-05
2018-03-30,SPY,TIP,-1.09780945815636e-05
2018-03-30,SPY,LQD,2.5566588236497187e-05
2018-03-30,SPY,VNQ,2.6263534786861434e-05
2018-03-30,SPY,GLD,2.589018325259358e-05
2018-03-30,SPY,DBC,3.5917754525554465e-05
2018-03-30,VEA,SPY,8.412433915005499e-05
2018-03-30,VEA,VEA,0.00011683548564961231
2018-03-30,VEA,EEM,0.0001054279689878773
2018-03-30,VEA,IEF,-8.879613876664283e-06
2018-03-30,VEA,TLT,-1.5610796323263276e-05
2018-03-30,VEA,TIP,-1.0256254793645219e-05
2018-03-30,VEA,LQD,2.579036826694854e-05
2018-03-30,VEA,VNQ,2.8345627504345256e-05
2018-03-30,VEA,GLD,2.6790020135792843e-05
2018-03-30,VEA,DBC,3.594485116213907e-05
2018-03-30,EEM,SPY,0.00010168659931968134
2018-03-30,EEM,VEA,0.0001054279689878773
2018-03-30,EEM,EEM,0.00017886538709471604
2018-03-30,EEM,IEF,-1.1718139208840185e-05
2018-03-30,EEM,TLT,-1.9977656421233754e-05
2018-03-30,EEM,TIP,-1.4692572830959132e-05
2018-03-30,EEM,LQD,3.304742894547986e-05
2018-03-30,EEM,VNQ,2.952090499941453e-05
2018-03-30,EEM,GLD,2.9019370193251675e-05
2018-03-30,EEM,DBC,3.8747883907803545e-05
2018-03-30,IEF,SPY,-9.46336327179478e-06
2018-03-30,IEF,VEA,-8.879613876664283e-06
2018-03-30,IEF,EEM,-1.1718139208840185e-05
2018-03-30,IEF,IEF,2.072779514058511e-05
2018-03-30,IEF,TLT,2.2957450396936212e-05
2018-03-30,IEF,TIP,1.545475950124866e-05
2018-03-30,IEF,LQD,2.834050183870477e-06
2018-03-30,IEF,VNQ,2.9678330449490168e-06
2018-03-30,IEF,GLD,5.1946270757267325e-06
2018-03-30,IEF,DBC,5.4256942570463965e-06
2018-03-30,TLT,SPY,-1.548683776668189e-05
2018-03-30,TLT,VEA,-1.5610796323263276e-05
2018-03-30,TLT,EEM,-1.9977656421233754e-05
2018-03-30,TLT,IEF,2.2957450396936212e-05
2018-03-30,TLT,TLT,4.562625093741973e-05
2018-03-30,TLT,TIP,2.3156008554812952e-05
2018-03-30,TLT,LQD,2.7544372918213404e-06
2018-03-30,TLT,VNQ,4.441512558405638e-06
2018-03-30,TLT,GLD,8.994860122403154e-06
2018-03-30,TLT,DBC,7.153488072134811e-06
2018-03-30,TIP,SPY,-1.09780945815636e-05
2018-03-30,TIP,VEA,-1.0256254793645219e-05
2018-03-30,TIP,EEM,-1.4692572830959132e-05
2018-03-30,TIP,IEF,1.545475950124866e-05
2018-03-30,TIP,TLT,2.3156008554812952e-05
2018-03-30,TIP,TIP,1.9825090793266874e-05
2018-03-30,TIP,LQD,1.640464931438819e-06
2018-03-30,TIP,VNQ,3.015673053063135e-06
2018-03-30,TIP,GLD,5.622388046953322e-06
2018-03-30,TIP,DBC,4.294473294028976e-06
2018-03-30,LQD,SPY,2.5566588236497187e-05
2018-03-30,LQD,VEA,2.579036826694854e-05
2018-03-30,LQD,EEM,3.304742894547986e-05
2018-03-30,LQD,IEF,2.834050183870477e-06
2018-03-30,LQD,TLT,2.7544372918213404e-06
2018-03-30,LQD,TIP,1.640464931438819e-06
2018-03-30,LQD,LQD,3.2620602034789164e-05
2018-03-30,LQD,VNQ,4.079644706702068e-06
2018-03-30,LQD,GLD,8.773957036880087e-06
2018-03-30,LQD,DBC,6.767011977255049e-06
2018-03-30,VNQ,SPY,2.6263534786861434e-05
2018-03-30,VNQ,VEA,2.8345627504345256e-05
2018-03-30,VNQ,EEM,2.952090499941453e-05
2018-03-30,VNQ,IEF,2.9678330449490168e-06
2018-03-30,VNQ,TLT,4.441512558405638e-06
2018-03-30,VNQ,TIP,3.015673053063135e-06
2018-03-30,VNQ,LQD,4.079644706702068e-06
2018-03-30,VNQ,VNQ,8.506008246698568e-05
2018-03-30,VNQ,GLD,1.0292097639865025e-05
2018-03-30,VNQ,DBC,3.734909349825537e-05
2018-03-30,GLD,SPY,2.589018325259358e-05
2018-03-30,GLD,VEA,2.6790020135792843e-05
2018-03-30,GLD,EEM,2.9019370193251675e-05
2018-03-30,GLD,IEF,5.1946270757267325e-06
2018-03-30,GLD,TLT,8.994860122403154e-06
2018-03-30,GLD,TIP,5.622388046953322e-06
2018-03-30,GLD,LQD,8.773957036880087e-06
2018-03-30,GLD,VNQ,1.0292097639865025e-05
2018-03-30,GLD,GLD,8.447904453165815e-05
2018-03-30,GLD,DBC,1.7235848994024117e-05
2018-03-30,DBC,SPY,3.5917754525554465e-05
2018-03-30,DBC,VEA,3.594485116213907e-05
2018-03-30,DBC,EEM,3.8747883907803545e-05
2018-03-30,DBC,IEF,5.4256942570463965e-06
2018-03-30,DBC,TLT,7.153488072134811e-06
2018-03-30,DBC,TIP,4.294473294028976e-06
2018-03-30,DBC,LQD,6.767011977255049e-06
2018-03-30,DBC,VNQ,3.734909349825537e-05
2018-03-30,DBC,GLD,1.7235848994024117e-05
2018-03-30,DBC,DBC,0.00014534269310104327
2018-04-30,SPY,SPY,0.00011463477093039916
2018-04-30,SPY,VEA,8.41635002091512e-05
2018-04-30,SPY,EEM,0.00010147499545580914
2018-04-30,SPY,IEF,-9.612190097168767e-06
2018-04-30,SPY,TLT,-1.5730222545855588e-05
2018-04-30,SPY,TIP,-1.0913026603387759e-05
2018-04-30,SPY,LQD,2.5649685349554344e-05
2018-04-30,SPY,VNQ,2.679421258810328e-05
2018-04-30,SPY,GLD,2.4419931446609785e-05
2018-04-30,SPY,DBC,3.6025052889843196e-05
2018-04-30,VEA,SPY,8.41635002091512e-05
2018-04-30,VEA,VEA,0.00011768324546150569
2018-04-30,VEA,EEM,0.00010584169428838777
2018-04-30,VEA,IEF,-9.451182956261636e-06
2018-04-30,VEA,TLT,-1.6344217570785256e-05
2018-04-30,VEA,TIP,-1.0648857233656083e-05
2018-04-30,VEA,LQD,2.559239906563051e-05
2018-04-30,VEA,VNQ,2.8350549096514766e-05
2018-04-30,VEA,GLD,2.5028381356155552e-05
2018-04-30,VEA,DBC,3.50614803501464e-05
2018-04-30,EEM,SPY,0.00010147499545580914
2018-04-30,EEM,VEA,0.00010584169428838777
2018-04-30,EEM,EEM,0.00017786587584187765
2018-04-30,EEM,IEF,-1.206995817695644e-05
2018-04-30,EEM,TLT,-2.0303161309273805e-05
2018-04-30,EEM,TIP,-1.4632421394454192e-05
2018-04-30,EEM,LQD,3.2584787323360836e-05
2018-04-30,EEM,VNQ,2.9690938917432154e-05
2018-04-30,EEM,GLD,2.7408944057652906e-05
2018-04-30,EEM,DBC,3.8942539496011525e-05
2018-04-30,IEF,SPY,-9.612190097168767e-06
2018-04-30,IEF,VEA,-9.451182956261636e-06
2018-04-30,IEF,EEM,-1.206995817695644e-05
2018-04-30,IEF,IEF,2.0816567506015643e-05
2018-04-30,IEF,TLT,2.3162303009208527e-05
2018-04-30,IEF,TIP,1.559968632160485e-05
2018-04-30,IEF,LQD,2.869376626444969e-06
2018-04-30,IEF,VNQ,3.5757580871309613e-06
2018-04-30,IEF,GLD,5.362421537322285e-06
2018-04-30,IEF,DBC,5.342664517346789e-06
2018-04-30,TLT,SPY,-1.5730222545855588e-05
2018-04-30,TLT,VEA,-1.6344217570785256e-05
2018-04-30,TLT,EEM,-2.0303161309273805e-05
2018-04-30,TLT,IEF,2.3162303009208527e-05
2018-04-30,TLT,TLT,4.577985259053726e-05
2018-04-30,TLT,TIP,2.3294873422167593e-05
2018-04-30,TLT,LQD,2.788833096044902e-06
2018-04-30,TLT,VNQ,5.0157764785952845e-06
2018-04-30,TLT,GLD,9.070330898568662e-06
2018-04-30,TLT,DBC,7.253456148805636e-06
2018-04-30,TIP,SPY,-1.0913026603387759e-05
2018-04-30,TIP,VEA,-1.0648857233656083e-05
2018-04-30,TIP,EEM,-1.4632421394454192e-05
2018-04-30,TIP,IEF,1.559968632160485e-05
2018-04-30,TIP,TLT,2.3294873422167593e-05
2018-04-30,TIP,TIP,1.9866165368192046e-05
2018-04-30,TIP,LQD,1.852947079950198e-06
2018-04-30,TIP,VNQ,3.5766405399171376e-06
2018-04-30,TIP,GLD,5.68958437158172e-06
2018-04-30,TIP,DBC,4.6594878179646394e-06
2018-04-30,LQD,SPY,2.5649685349554344e-05
2018-04-30,LQD,VEA,2.559239906563051e-05
2018-04-30,LQD,EEM,3.2584787323360836e-05
2018-04-30,LQD,IEF,2.869376626444969e-06
2018-04-30,LQD,TLT,2.788833096044902e-06
2018-04-30,LQD,TIP,1.852947079950198e-06
2018-04-30,LQD,LQD,3.254272296197154e-05
2018-04-30,LQD,VNQ,4.669368308258685e-06
2018-04-30,LQD,GLD,8.611693571528681e-06
2018-04-30,LQD,DBC,7.467184125789398e-06
2018-04-30,VNQ,SPY,2.679421258810328e-05
2018-04-30,VNQ,VEA,2.8350549096514766e-05
2018-04-30,VNQ,EEM,2.9690938917432154e-05
2018-04-30,VNQ,IEF,3.5757580871309613e-06
2018-04-30,VNQ,TLT,5.0157764785952845e-06
2018-04-30,VNQ,TIP,3.5766405399171376e-06
2018-04-30,VNQ,LQD,4.669368308258685e-06
2018-04-30,VNQ,VNQ,8.655832533030929e-05
2018-04-30,VNQ,GLD,9.744084454213095e-06
2018-04-30,VNQ,DBC,3.715746883248185e-05
2018-04-30,GLD,SPY,2.4419931446609785e-05
2018-04-30,GLD,VEA,2.5028381356155552e-05
2018-04-30,GLD,EEM,2.7408944057652906e-05
2018-04-30,GLD,IEF,5.362421537322285e-06
2018-04-30,GLD,TLT,9.070330898568662e-06
2018-04-30,GLD,TIP,5.68958437158172e-06
2018-04-30,GLD,LQD,8.611693571528681e-06
2018-04-30,GLD,VNQ,9.744084454213095e-06
2018-04-30,GLD,GLD,8.246704647346826e-05
2018-04-30,GLD,DBC,1.6425008969553534e-05
2018-04-30,DBC,SPY,3.6025052889843196e-05
2018-04-30,DBC,VEA,3.50614803501464e-05
2018-04-30,DBC,EEM,3.8942539496011525e-05
2018-04-30,DBC,IEF,5.342664517346789e-06
2018-04-30,DBC,TLT,7.253456148805636e-06
2018-04-30,DBC,TIP,4.6594878179646394e-06
2018-04-30,DBC,LQD,7.467184125789398e-06
2018-04-30,DBC,VNQ,3.715746883248185e-05
2018-04-30,DBC,GLD,1.6425008969553534e-05
2018-04-30,DBC,DBC,0.0001452079137757452
2018-05-31,SPY,SPY,0.00011427538353111618
2018-05-31,SPY,VEA,8.393799525675988e-05
2018-05-31,SPY,EEM,0.00010096324057032405
2018-05-31,SPY,IEF,-9.742893145424548e-06
2018-05-31,SPY,TLT,-1.6142378246718247e-05
2018-05-31,SPY,TIP,-1.0803547790894471e-05
2018-05-31,SPY,LQD,2.610805998882136e-05
2018-05-31,SPY,VNQ,2.563109723227235e-05
2018-05-31,SPY,GLD,2.404490436446179e-05
2018-05-31,SPY,DBC,3.6258887340866635e-05
2018-05-31,VEA,SPY,8.393799525675988e-05
2018-05-31,VEA,VEA,0.00011747147147667629
2018-05-31,VEA,EEM,0.00010609547853833323
2018-05-31,VEA,IEF,-9.30561079680813e-06
2018-05-31,VEA,TLT,-1.604032799370919e-05
2018-05-31,VEA,TIP,-9.948754079428381e-06
2018-05-31,VEA,LQD,2.6063483395382273e-05
2018-05-31,VEA,VNQ,2.7685043308385768e-05
2018-05-31,VEA,GLD,2.478334543714954e-05
2018-05-31,VEA,DBC,3.5022934842194633e-05
2018-05-31,EEM,SPY,0.00010096324057032405
2018-05-31,EEM,VEA,0.00010609547853833323
2018-05-31,EEM,EEM,0.00017704205741652098
2018-05-31,EEM,IEF,-1.1638458091766078e-05
2018-05-31,EEM,TLT,-1.9566859276083483e-05
2018-05-31,EEM,TIP,-1.3803893689478892e-05
2018-05-31,EEM,LQD,3.282105002041644e-05
2018-05-31,EEM,VNQ,3.074853686968343e-05
2018-05-31,EEM,GLD,2.6956464998608236e-05
2018-05-31,EEM,DBC,3.993414304500902e-05
2018-05-31,IEF,SPY,-9.742893145424548e-06
2018-05-31,IEF,VEA,-9.30561079680813e-06
2018-05-31,IEF,EEM,-1.1638458091766078e-05
2018-05-31,IEF,IEF,2.0660538495871783e-05
2018-05-31,IEF,TLT,2.324434284880356e-05
2018-05-31,IEF,TIP,1.5465183532037836e-05
2018-05-31,IEF,LQD,2.7215744040528187e-06
2018-05-31,IEF,VNQ,3.980710981318645e-06
2018-05-31,IEF,GLD,5.137053209706359e-06
2018-05-31,IEF,DBC,5.284601953620032e-06
2018-05-31,TLT,SPY,-1.6142378246718247e-05
2018-05-31,TLT,VEA,-1.604032799370919e-05
2018-05-31,TLT,EEM,-1.9566859276083483e-05
2018-05-31,TLT,IEF,2.324434284880356e-05
2018-05-31,TLT,TLT,4.6053500343993214e-05
2018-05-31,TLT,TIP,2.32012583358957e-05
2018-05-31,TLT,LQD,2.6878702731373292e-06
2018-05-31,TLT,VNQ,5.8947873535375365e-06
2018-05-31,TLT,GLD,8.84172419043926e-06
2018-05-31,TLT,DBC,7.47530951872165e-06
2018-05-31,TIP,SPY,-1.0803547790894471e-05
2018-05-31,TIP,VEA,-9.948754079428381e-06
2018-05-31,TIP,EEM,-1.3803893689478892e-05
2018-05-31,TIP,IEF,1.5465183532037836e-05
2018-05-31,TIP,TLT,2.32012583358957e-05
2018-05-31,TIP,TIP,1.9748222958966344e-05
2018-05-31,TIP,LQD,1.8073844793980265e-06
2018-05-31,TIP,VNQ,3.658789621245774e-06
2018-05-31,TIP,GLD,5.6372148446803784e-06
