date,asset_i,asset_j,corr
2018-07-31,LQD,IEF,0.10397645396501923
2018-07-31,LQD,TLT,0.06914341597372328
2018-07-31,LQD,TIP,0.07126297044262765
2018-07-31,LQD,LQD,1.0
2018-07-31,LQD,VNQ,0.08960463852711073
2018-07-31,LQD,GLD,0.14268708012334808
2018-07-31,LQD,DBC,0.09467097847523523
2018-07-31,VNQ,SPY,0.23899848692922018
2018-07-31,VNQ,VEA,0.26431598766983116
2018-07-31,VNQ,EEM,0.23035678003305934
2018-07-31,VNQ,IEF,0.09837592054772455
2018-07-31,VNQ,TLT,0.10015370907663183
2018-07-31,VNQ,TIP,0.0877387887073348
2018-07-31,VNQ,LQD,0.08960463852711073
2018-07-31,VNQ,VNQ,0.9999999999999999
2018-07-31,VNQ,GLD,0.11045644420353636
2018-07-31,VNQ,DBC,0.33176151530991443
2018-07-31,GLD,SPY,0.2480293894531074
2018-07-31,GLD,VEA,0.2518187674524858
2018-07-31,GLD,EEM,0.22316117545269612
2018-07-31,GLD,IEF,0.12126395125118587
2018-07-31,GLD,TLT,0.1424269280371019
2018-07-31,GLD,TIP,0.13416634242696776
2018-07-31,GLD,LQD,0.14268708012334808
2018-07-31,GLD,VNQ,0.11045644420353636
2018-07-31,GLD,GLD,0.9999999999999998
2018-07-31,GLD,DBC,0.16619781402315462
2018-07-31,DBC,SPY,0.26896476507626027
2018-07-31,DBC,VEA,0.2661361201053366
2018-07-31,DBC,EEM,0.24819225525479524
2018-07-31,DBC,IEF,0.09616393757773845
2018-07-31,DBC,TLT,0.09479915601884478
2018-07-31,DBC,TIP,0.08052364390488485
2018-07-31,DBC,LQD,0.09467097847523523
2018-07-31,DBC,VNQ,0.33176151530991443
2018-07-31,DBC,GLD,0.16619781402315462
2018-07-31,DBC,DBC,1.0
2018-08-31,SPY,SPY,1.0
2018-08-31,SPY,VEA,0.732617703518929
2018-08-31,SPY,EEM,0.7202635247764985
2018-08-31,SPY,IEF,-0.2009696121563991
2018-08-31,SPY,TLT,-0.22340825797083705
2018-08-31,SPY,TIP,-0.2351118119398719
2018-08-31,SPY,LQD,0.4302002861671353
2018-08-31,SPY,VNQ,0.25039277053893394
2018-08-31,SPY,GLD,0.24878427951744406
2018-08-31,SPY,DBC,0.2766187877378733
2018-08-31,VEA,SPY,0.732617703518929
2018-08-31,VEA,VEA,0.9999999999999999
2018-08-31,VEA,EEM,0.7489722927734577
2018-08-31,VEA,IEF,-0.1817172860553355
2018-08-31,VEA,TLT,-0.21510519415935161
2018-08-31,VEA,TIP,-0.20776705639640924
2018-08-31,VEA,LQD,0.4278808726481681
2018-08-31,VEA,VNQ,0.269224108691361
2018-08-31,VEA,GLD,0.2588495225810892
2018-08-31,VEA,DBC,0.2700593711918812
2018-08-31,EEM,SPY,0.7202635247764985
2018-08-31,EEM,VEA,0.7489722927734577
2018-08-31,EEM,EEM,0.9999999999999999
2018-08-31,EEM,IEF,-0.18481451107419963
2018-08-31,EEM,TLT,-0.21164618267702887
2018-08-31,EEM,TIP,-0.2335665547212053
2018-08-31,EEM,LQD,0.4296913764083271
2018-08-31,EEM,VNQ,0.24381275843330882
2018-08-31,EEM,GLD,0.232925921866432
2018-08-31,EEM,DBC,0.25454512368477744
2018-08-31,IEF,SPY,-0.2009696121563991
2018-08-31,IEF,VEA,-0.1817172860553355
2018-08-31,IEF,EEM,-0.18481451107419963
2018-08-31,IEF,IEF,1.0
2018-08-31,IEF,TLT,0.7593065115831543
2018-08-31,IEF,TIP,0.764730337298649
2018-08-31,IEF,LQD,0.09912886652295042
2018-08-31,IEF,VNQ,0.10467261172425431
2018-08-31,IEF,GLD,0.12097568590760621
2018-08-31,IEF,DBC,0.09854321636594802
2018-08-31,TLT,SPY,-0.22340825797083705
2018-08-31,TLT,VEA,-0.21510519415935161
2018-08-31,TLT,EEM,-0.21164618267702887
2018-08-31,TLT,IEF,0.7593065115831543
2018-08-31,TLT,TLT,1.0
2018-08-31,TLT,TIP,0.7743467928976594
2018-08-31,TLT,LQD,0.0626994154355157
2018-08-31,TLT,VNQ,0.10669044726094394
2018-08-31,TLT,GLD,0.13727124350819195
2018-08-31,TLT,DBC,0.09381607229854372
2018-08-31,TIP,SPY,-0.2351118119398719
2018-08-31,TIP,VEA,-0.20776705639640924
2018-08-31,TIP,EEM,-0.2335665547212053
2018-08-31,TIP,IEF,0.764730337298649
2018-08-31,TIP,TLT,0.7743467928976594
2018-08-31,TIP,TIP,1.0
2018-08-31,TIP,LQD,0.06260616071803514
2018-08-31,TIP,VNQ,0.09311220904274092
2018-08-31,TIP,GLD,0.12699135462420838
2018-08-31,TIP,DBC,0.07179330756979957
2018-08-31,LQD,SPY,0.4302002861671353
2018-08-31,LQD,VEA,0.4278808726481681
2018-08-31,LQD,EEM,0.4296913764083271
2018-08-31,LQD,IEF,0.09912886652295042
2018-08-31,LQD,TLT,0.0626994154355157
2018-08-31,LQD,TIP,0.06260616071803514
2018-08-31,LQD,LQD,1.0
2018-08-31,LQD,VNQ,0.09157651684767476
2018-08-31,LQD,GLD,0.14730335265260913
2018-08-31,LQD,DBC,0.1028076180378136
2018-08-31,VNQ,SPY,0.25039277053893394
2018-08-31,VNQ,VEA,0.269224108691361
2018-08-31,VNQ,EEM,0.24381275843330882
2018-08-31,VNQ,IEF,0.10467261172425431
2018-08-31,VNQ,TLT,0.10669044726094394
2018-08-31,VNQ,TIP,0.09311220904274092
2018-08-31,VNQ,LQD,0.09157651684767476
2018-08-31,VNQ,VNQ,1.0
2018-08-31,VNQ,GLD,0.11318598597872508
2018-08-31,VNQ,DBC,0.3328069439801065
2018-08-31,GLD,SPY,0.24878427951744406
2018-08-31,GLD,VEA,0.2588495225810892
2018-08-31,GLD,EEM,0.232925921866432
2018-08-31,GLD,IEF,0.12097568590760621
2018-08-31,GLD,TLT,0.13727124350819195
2018-08-31,GLD,TIP,0.12699135462420838
2018-08-31,GLD,LQD,0.14730335265260913
2018-08-31,GLD,VNQ,0.11318598597872508
2018-08-31,GLD,GLD,1.0
2018-08-31,GLD,DBC,0.16960453594375466
2018-08-31,DBC,SPY,0.2766187877378733
2018-08-31,DBC,VEA,0.2700593711918812
2018-08-31,DBC,EEM,0.25454512368477744
2018-08-31,DBC,IEF,0.09854321636594802
2018-08-31,DBC,TLT,0.09381607229854372
2018-08-31,DBC,TIP,0.07179330756979957
2018-08-31,DBC,LQD,0.1028076180378136
2018-08-31,DBC,VNQ,0.3328069439801065
2018-08-31,DBC,GLD,0.16960453594375466
2018-08-31,DBC,DBC,1.0
2018-09-28,SPY,SPY,1.0
2018-09-28,SPY,VEA,0.7300297429097837
2018-09-28,SPY,EEM,0.7199144846572713
2018-09-28,SPY,IEF,-0.199853344066956
2018-09-28,SPY,TLT,-0.2125260395730626
2018-09-28,SPY,TIP,-0.2304915499917837
2018-09-28,SPY,LQD,0.4123751965620337
2018-09-28,SPY,VNQ,0.2476398731412407
2018-09-28,SPY,GLD,0.25527223517283454
2018-09-28,SPY,DBC,0.2781455755605709
2018-09-28,VEA,SPY,0.7300297429097837
2018-09-28,VEA,VEA,1.0
2018-09-28,VEA,EEM,0.7509120035428286
2018-09-28,VEA,IEF,-0.18806974518338632
2018-09-28,VEA,TLT,-0.21528015503598102
2018-09-28,VEA,TIP,-0.20978992910122274
2018-09-28,VEA,LQD,0.4206250039043247
2018-09-28,VEA,VNQ,0.26939130351992324
2018-09-28,VEA,GLD,0.2615500285970595
2018-09-28,VEA,DBC,0.26639939601294393
2018-09-28,EEM,SPY,0.7199144846572713
2018-09-28,EEM,VEA,0.7509120035428286
2018-09-28,EEM,EEM,1.0
2018-09-28,EEM,IEF,-0.18466948825293855
2018-09-28,EEM,TLT,-0.2054948630710188
2018-09-28,EEM,TIP,-0.22849405913085336
2018-09-28,EEM,LQD,0.41914105875334745
2018-09-28,EEM,VNQ,0.25100376195470747
2018-09-28,EEM,GLD,0.2407894964380321
2018-09-28,EEM,DBC,0.25773220169291466
2018-09-28,IEF,SPY,-0.199853344066956
2018-09-28,IEF,VEA,-0.18806974518338632
2018-09-28,IEF,EEM,-0.18466948825293855
2018-09-28,IEF,IEF,0.9999999999999999
2018-09-28,IEF,TLT,0.756481114349967
2018-09-28,IEF,TIP,0.766338869763974
2018-09-28,IEF,LQD,0.10220212738943625
2018-09-28,IEF,VNQ,0.10406187641109924
2018-09-28,IEF,GLD,0.11291548046771799
2018-09-28,IEF,DBC,0.10570628923309541
2018-09-28,TLT,SPY,-0.2125260395730626
2018-09-28,TLT,VEA,-0.21528015503598102
2018-09-28,TLT,EEM,-0.2054948630710188
2018-09-28,TLT,IEF,0.756481114349967
2018-09-28,TLT,TLT,1.0
2018-09-28,TLT,TIP,0.7719029130451164
2018-09-28,TLT,LQD,0.06316216754810333
2018-09-28,TLT,VNQ,0.10477653888638495
2018-09-28,TLT,GLD,0.1370214769170385
2018-09-28,TLT,DBC,0.09993026872323407
2018-09-28,TIP,SPY,-0.2304915499917837
2018-09-28,TIP,VEA,-0.20978992910122274
2018-09-28,TIP,EEM,-0.22849405913085336
2018-09-28,TIP,IEF,0.766338869763974
2018-09-28,TIP,TLT,0.7719029130451164
2018-09-28,TIP,TIP,1.0
2018-09-28,TIP,LQD,0.06537091131517817
2018-09-28,TIP,VNQ,0.09687183532151314
2018-09-28,TIP,GLD,0.12016777027120065
2018-09-28,TIP,DBC,0.07975122032703658
2018-09-28,LQD,SPY,0.4123751965620337
2018-09-28,LQD,VEA,0.4206250039043247
2018-09-28,LQD,EEM,0.41914105875334745
2018-09-28,LQD,IEF,0.10220212738943625
2018-09-28,LQD,TLT,0.06316216754810333
2018-09-28,LQD,TIP,0.06537091131517817
2018-09-28,LQD,LQD,1.0
2018-09-28,LQD,VNQ,0.08456528946546465
2018-09-28,LQD,GLD,0.1411752528186818
2018-09-28,LQD,DBC,0.09369617706177039
2018-09-28,VNQ,SPY,0.2476398731412407
2018-09-28,VNQ,VEA,0.26939130351992324
2018-09-28,VNQ,EEM,0.25100376195470747
2018-09-28,VNQ,IEF,0.10406187641109924
2018-09-28,VNQ,TLT,0.10477653888638495
2018-09-28,VNQ,TIP,0.09687183532151314
2018-09-28,VNQ,LQD,0.08456528946546465
2018-09-28,VNQ,VNQ,0.9999999999999999
2018-09-28,VNQ,GLD,0.10411084557442433
2018-09-28,VNQ,DBC,0.3374907388672164
2018-09-28,GLD,SPY,0.25527223517283454
2018-09-28,GLD,VEA,0.2615500285970595
2018-09-28,GLD,EEM,0.2407894964380321
2018-09-28,GLD,IEF,0.11291548046771799
2018-09-28,GLD,TLT,0.1370214769170385
2018-09-28,GLD,TIP,0.12016777027120065
2018-09-28,GLD,LQD,0.1411752528186818
2018-09-28,GLD,VNQ,0.10411084557442433
2018-09-28,GLD,GLD,1.0
2018-09-28,GLD,DBC,0.16994609928230284
2018-09-28,DBC,SPY,0.2781455755605709
2018-09-28,DBC,VEA,0.26639939601294393
2018-09-28,DBC,EEM,0.25773220169291466
2018-09-28,DBC,IEF,0.10570628923309541
2018-09-28,DBC,TLT,0.09993026872323407
2018-09-28,DBC,TIP,0.07975122032703658
2018-09-28,DBC,LQD,0.09369617706177039
2018-09-28,DBC,VNQ,0.3374907388672164
2018-09-28,DBC,GLD,0.16994609928230284
2018-09-28,DBC,DBC,0.9999999999999998
2018-10-31,SPY,SPY,1.0
2018-10-31,SPY,VEA,0.7318333425007182
2018-10-31,SPY,EEM,0.7238696051771508
2018-10-31,SPY,IEF,-0.1964496460202421
2018-10-31,SPY,TLT,-0.20630051806277053
2018-10-31,SPY,TIP,-0.2266505045939277
2018-10-31,SPY,LQD,0.4222726781739169
2018-10-31,SPY,VNQ,0.2536101206482265
2018-10-31,SPY,GLD,0.2570538592927586
2018-10-31,SPY,DBC,0.286917608940883
2018-10-31,VEA,SPY,0.7318333425007182
2018-10-31,VEA,VEA,0.9999999999999999
2018-10-31,VEA,EEM,0.7520649857450724
2018-10-31,VEA,IEF,-0.18241629251000827
2018-10-31,VEA,TLT,-0.20498560920231765
2018-10-31,VEA,TIP,-0.20702240087891322
2018-10-31,VEA,LQD,0.43263286594814976
2018-10-31,VEA,VNQ,0.2726150674784922
2018-10-31,VEA,GLD,0.2588247455479526
2018-10-31,VEA,DBC,0.2704877221926295
2018-10-31,EEM,SPY,0.7238696051771508
2018-10-31,EEM,VEA,0.7520649857450724
2018-10-31,EEM,EEM,1.0
2018-10-31,EEM,IEF,-0.1838021166616888
2018-10-31,EEM,TLT,-0.202048015644976
2018-10-31,EEM,TIP,-0.22635300917400294
2018-10-31,EEM,LQD,0.4258825191073281
2018-10-31,EEM,VNQ,0.2541274529307127
2018-10-31,EEM,GLD,0.2344379657536858
2018-10-31,EEM,DBC,0.2611925655753003
2018-10-31,IEF,SPY,-0.1964496460202421
2018-10-31,IEF,VEA,-0.18241629251000827
2018-10-31,IEF,EEM,-0.1838021166616888
2018-10-31,IEF,IEF,0.9999999999999999
2018-10-31,IEF,TLT,0.7568482272401382
2018-10-31,IEF,TIP,0.7676259486886744
2018-10-31,IEF,LQD,0.10510066141137969
2018-10-31,IEF,VNQ,0.10671792020089871
2018-10-31,IEF,GLD,0.11864042400120325
2018-10-31,IEF,DBC,0.10901980304528436
2018-10-31,TLT,SPY,-0.20630051806277053
2018-10-31,TLT,VEA,-0.20498560920231765
2018-10-31,TLT,EEM,-0.202048015644976
2018-10-31,TLT,IEF,0.7568482272401382
2018-10-31,TLT,TLT,1.0
2018-10-31,TLT,TIP,0.7701104001023512
2018-10-31,TLT,LQD,0.07014477790823573
2018-10-31,TLT,VNQ,0.10669419267668215
2018-10-31,TLT,GLD,0.14714792474272864
2018-10-31,TLT,DBC,0.10132395939431649
2018-10-31,TIP,SPY,-0.2266505045939277
2018-10-31,TIP,VEA,-0.20702240087891322
2018-10-31,TIP,EEM,-0.22635300917400294
2018-10-31,TIP,IEF,0.7676259486886744
2018-10-31,TIP,TLT,0.7701104001023512
2018-10-31,TIP,TIP,1.0
2018-10-31,TIP,LQD,0.0663513426915875
2018-10-31,TIP,VNQ,0.10228441366311425
2018-10-31,TIP,GLD,0.12729240881568749
2018-10-31,TIP,DBC,0.07890922382955487
2018-10-31,LQD,SPY,0.4222726781739169
2018-10-31,LQD,VEA,0.43263286594814976
2018-10-31,LQD,EEM,0.4258825191073281
2018-10-31,LQD,IEF,0.10510066141137969
2018-10-31,LQD,TLT,0.07014477790823573
2018-10-31,LQD,TIP,0.0663513426915875
2018-10-31,LQD,LQD,1.0
2018-10-31,LQD,VNQ,0.09209422753548023
2018-10-31,LQD,GLD,0.14941946427947833
2018-10-31,LQD,DBC,0.10525244418714935
2018-10-31,VNQ,SPY,0.2536101206482265
2018-10-31,VNQ,VEA,0.2726150674784922
2018-10-31,VNQ,EEM,0.2541274529307127
2018-10-31,VNQ,IEF,0.10671792020089871
2018-10-31,VNQ,TLT,0.10669419267668215
2018-10-31,VNQ,TIP,0.10228441366311425
2018-10-31,VNQ,LQD,0.09209422753548023
2018-10-31,VNQ,VNQ,1.0
2018-10-31,VNQ,GLD,0.10685802318609953
2018-10-31,VNQ,DBC,0.3436477229791651
2018-10-31,GLD,SPY,0.2570538592927586
2018-10-31,GLD,VEA,0.2588247455479526
2018-10-31,GLD,EEM,0.2344379657536858
2018-10-31,GLD,IEF,0.11864042400120325
2018-10-31,GLD,TLT,0.14714792474272864
2018-10-31,GLD,TIP,0.12729240881568749
2018-10-31,GLD,LQD,0.14941946427947833
2018-10-31,GLD,VNQ,0.10685802318609953
2018-10-31,GLD,GLD,0.9999999999999998
2018-10-31,GLD,DBC,0.17586128156616115
2018-10-31,DBC,SPY,0.286917608940883
2018-10-31,DBC,VEA,0.2704877221926295
2018-10-31,DBC,EEM,0.2611925655753003
2018-10-31,DBC,IEF,0.10901980304528436
2018-10-31,DBC,TLT,0.10132395939431649
2018-10-31,DBC,TIP,0.07890922382955487
2018-10-31,DBC,LQD,0.10525244418714935
2018-10-31,DBC,VNQ,0.3436477229791651
2018-10-31,DBC,GLD,0.17586128156616115
2018-10-31,DBC,DBC,0.9999999999999998
2018-11-30,SPY,SPY,0.9999999999999999
2018-11-30,SPY,VEA,0.7329991660286059
2018-11-30,SPY,EEM,0.7225644890976058
2018-11-30,SPY,IEF,-0.19832751554950298
2018-11-30,SPY,TLT,-0.2069862362513818
2018-11-30,SPY,TIP,-0.22382597431421852
2018-11-30,SPY,LQD,0.426815197900857
2018-11-30,SPY,VNQ,0.25519257073961005
2018-11-30,SPY,GLD,0.25677348786870563
2018-11-30,SPY,DBC,0.2835674318087212
2018-11-30,VEA,SPY,0.7329991660286059
2018-11-30,VEA,VEA,0.9999999999999999
2018-11-30,VEA,EEM,0.7504053104258985
2018-11-30,VEA,IEF,-0.17955381029036172
2018-11-30,VEA,TLT,-0.2067950447157535
2018-11-30,VEA,TIP,-0.20802393226935675
2018-11-30,VEA,LQD,0.44076007785487126
2018-11-30,VEA,VNQ,0.26662739965873067
2018-11-30,VEA,GLD,0.25533639922422596
2018-11-30,VEA,DBC,0.2617124609109417
2018-11-30,EEM,SPY,0.7225644890976058
2018-11-30,EEM,VEA,0.7504053104258985
2018-11-30,EEM,EEM,1.0
2018-11-30,EEM,IEF,-0.18856183457534925
2018-11-30,EEM,TLT,-0.20586237316802106
2018-11-30,EEM,TIP,-0.22575835036932265
2018-11-30,EEM,LQD,0.4327228348515705
2018-11-30,EEM,VNQ,0.24784653220644384
2018-11-30,EEM,GLD,0.231072310317402
2018-11-30,EEM,DBC,0.2549481532819134
2018-11-30,IEF,SPY,-0.19832751554950298
2018-11-30,IEF,VEA,-0.17955381029036172
2018-11-30,IEF,EEM,-0.18856183457534925
2018-11-30,IEF,IEF,1.0
2018-11-30,IEF,TLT,0.7562662245249201
2018-11-30,IEF,TIP,0.7689285858433437
2018-11-30,IEF,LQD,0.10290674557667116
2018-11-30,IEF,VNQ,0.1120762246257087
2018-11-30,IEF,GLD,0.1202620431485391
2018-11-30,IEF,DBC,0.10865279595150244
2018-11-30,TLT,SPY,-0.2069862362513818
2018-11-30,TLT,VEA,-0.2067950447157535
2018-11-30,TLT,EEM,-0.20586237316802106
2018-11-30,TLT,IEF,0.7562662245249201
2018-11-30,TLT,TLT,1.0
2018-11-30,TLT,TIP,0.7707628619075145
2018-11-30,TLT,LQD,0.06915742448822115
2018-11-30,TLT,VNQ,0.1070173717867257
2018-11-30,TLT,GLD,0.14204863178781207
2018-11-30,TLT,DBC,0.10192109527818131
2018-11-30,TIP,SPY,-0.22382597431421852
2018-11-30,TIP,VEA,-0.20802393226935675
2018-11-30,TIP,EEM,-0.22575835036932265
2018-11-30,TIP,IEF,0.7689285858433437
2018-11-30,TIP,TLT,0.7707628619075145
2018-11-30,TIP,TIP,0.9999999999999998
2018-11-30,TIP,LQD,0.06648372886279094
2018-11-30,TIP,VNQ,0.10722464066053175
2018-11-30,TIP,GLD,0.12986102789978438
2018-11-30,TIP,DBC,0.08179007795729065
2018-11-30,LQD,SPY,0.426815197900857
2018-11-30,LQD,VEA,0.44076007785487126
2018-11-30,LQD,EEM,0.4327228348515705
2018-11-30,LQD,IEF,0.10290674557667116
2018-11-30,LQD,TLT,0.06915742448822115
2018-11-30,LQD,TIP,0.06648372886279094
2018-11-30,LQD,LQD,1.0
2018-11-30,LQD,VNQ,0.09448195854014994
2018-11-30,LQD,GLD,0.14709999170688418
2018-11-30,LQD,DBC,0.10048686696819586
2018-11-30,VNQ,SPY,0.25519257073961005
2018-11-30,VNQ,VEA,0.26662739965873067
2018-11-30,VNQ,EEM,0.24784653220644384
2018-11-30,VNQ,IEF,0.1120762246257087
2018-11-30,VNQ,TLT,0.1070173717867257
2018-11-30,VNQ,TIP,0.10722464066053175
2018-11-30,VNQ,LQD,0.09448195854014994
2018-11-30,VNQ,VNQ,1.0
2018-11-30,VNQ,GLD,0.10725662580787243
2018-11-30,VNQ,DBC,0.33958757197986744
2018-11-30,GLD,SPY,0.25677348786870563
2018-11-30,GLD,VEA,0.25533639922422596
2018-11-30,GLD,EEM,0.231072310317402
2018-11-30,GLD,IEF,0.1202620431485391
2018-11-30,GLD,TLT,0.14204863178781207
2018-11-30,GLD,TIP,0.12986102789978438
2018-11-30,GLD,LQD,0.14709999170688418
2018-11-30,GLD,VNQ,0.10725662580787243
2018-11-30,GLD,GLD,1.0
2018-11-30,GLD,DBC,0.17006992801934184
2018-11-30,DBC,SPY,0.2835674318087212
2018-11-30,DBC,VEA,0.2617124609109417
2018-11-30,DBC,EEM,0.2549481532819134
2018-11-30,DBC,IEF,0.10865279595150244
2018-11-30,DBC,TLT,0.10192109527818131
2018-11-30,DBC,TIP,0.08179007795729065
2018-11-30,DBC,LQD,0.10048686696819586
2018-11-30,DBC,VNQ,0.33958757197986744
2018-11-30,DBC,GLD,0.17006992801934184
2018-11-30,DBC,DBC,1.0
2018-12-31,SPY,SPY,1.0
2018-12-31,SPY,VEA,0.7352306965483943
2018-12-31,SPY,EEM,0.7307584122830778
2018-12-31,SPY,IEF,-0.19703414427685484
2018-12-31,SPY,TLT,-0.21297067591463542
2018-12-31,SPY,TIP,-0.23029962977946683
2018-12-31,SPY,LQD,0.4227667198198835
2018-12-31,SPY,VNQ,0.2566815883634542
2018-12-31,SPY,GLD,0.2589821820699602
2018-12-31,SPY,DBC,0.2905733685864534
2018-12-31,VEA,SPY,0.7352306965483943
2018-12-31,VEA,VEA,0.9999999999999999
2018-12-31,VEA,EEM,0.7530318752100409
2018-12-31,VEA,IEF,-0.17688028114604495
2018-12-31,VEA,TLT,-0.21336257903950603
2018-12-31,VEA,TIP,-0.21156547293515834
2018-12-31,VEA,LQD,0.4395356763339761
2018-12-31,VEA,VNQ,0.2662767250573924
2018-12-31,VEA,GLD,0.2567086696232512
2018-12-31,VEA,DBC,0.2583145756807775
2018-12-31,EEM,SPY,0.7307584122830778
2018-12-31,EEM,VEA,0.7530318752100409
2018-12-31,EEM,EEM,1.0
2018-12-31,EEM,IEF,-0.18101994580960254
2018-12-31,EEM,TLT,-0.2069016394818966
2018-12-31,EEM,TIP,-0.2231194490553971
2018-12-31,EEM,LQD,0.4309348035465901
2018-12-31,EEM,VNQ,0.24503001267384816
2018-12-31,EEM,GLD,0.2385154520033365
2018-12-31,EEM,DBC,0.262832134455361
2018-12-31,IEF,SPY,-0.19703414427685484
2018-12-31,IEF,VEA,-0.17688028114604495
2018-12-31,IEF,EEM,-0.18101994580960254
2018-12-31,IEF,IEF,1.0
2018-12-31,IEF,TLT,0.7536350344699567
2018-12-31,IEF,TIP,0.766176036204263
2018-12-31,IEF,LQD,0.0987926361931774
2018-12-31,IEF,VNQ,0.11704751395303963
2018-12-31,IEF,GLD,0.12078061725011946
2018-12-31,IEF,DBC,0.11560530500476292
2018-12-31,TLT,SPY,-0.21297067591463542
2018-12-31,TLT,VEA,-0.21336257903950603
2018-12-31,TLT,EEM,-0.2069016394818966
2018-12-31,TLT,IEF,0.7536350344699567
2018-12-31,TLT,TLT,1.0
2018-12-31,TLT,TIP,0.7681884416174304
2018-12-31,TLT,LQD,0.06828882750254296
2018-12-31,TLT,VNQ,0.10392718078594634
2018-12-31,TLT,GLD,0.13567595614616082
2018-12-31,TLT,DBC,0.08905610808188964
2018-12-31,TIP,SPY,-0.23029962977946683
2018-12-31,TIP,VEA,-0.21156547293515834
2018-12-31,TIP,EEM,-0.2231194490553971
2018-12-31,TIP,IEF,0.766176036204263
2018-12-31,TIP,TLT,0.7681884416174304
2018-12-31,TIP,TIP,1.0
2018-12-31,TIP,LQD,0.06555179556220384
2018-12-31,TIP,VNQ,0.10516964365051729
2018-12-31,TIP,GLD,0.1234356570484109
2018-12-31,TIP,DBC,0.07498619507966602
2018-12-31,LQD,SPY,0.4227667198198835
2018-12-31,LQD,VEA,0.4395356763339761
2018-12-31,LQD,EEM,0.4309348035465901
2018-12-31,LQD,IEF,0.0987926361931774
2018-12-31,LQD,TLT,0.06828882750254296
2018-12-31,LQD,TIP,0.06555179556220384
2018-12-31,LQD,LQD,1.0
2018-12-31,LQD,VNQ,0.09278942965397541
2018-12-31,LQD,GLD,0.13922123640673234
2018-12-31,LQD,DBC,0.10217819149741557
2018-12-31,VNQ,SPY,0.2566815883634542
2018-12-31,VNQ,VEA,0.2662767250573924
2018-12-31,VNQ,EEM,0.24503001267384816
2018-12-31,VNQ,IEF,0.11704751395303963
2018-12-31,VNQ,TLT,0.10392718078594634
2018-12-31,VNQ,TIP,0.10516964365051729
2018-12-31,VNQ,LQD,0.09278942965397541
2018-12-31,VNQ,VNQ,0.9999999999999999
2018-12-31,VNQ,GLD,0.10950188194807031
2018-12-31,VNQ,DBC,0.34068036786119116
2018-12-31,GLD,SPY,0.2589821820699602
2018-12-31,GLD,VEA,0.2567086696232512
2018-12-31,GLD,EEM,0.2385154520033365
2018-12-31,GLD,IEF,0.12078061725011946
2018-12-31,GLD,TLT,0.13567595614616082
2018-12-31,GLD,TIP,0.1234356570484109
2018-12-31,GLD,LQD,0.13922123640673234
2018-12-31,GLD,VNQ,0.10950188194807031
2018-12-31,GLD,GLD,1.0
2018-12-31,GLD,DBC,0.17373761415818242
2018-12-31,DBC,SPY,0.2905733685864534
2018-12-31,DBC,VEA,0.2583145756807775
2018-12-31,DBC,EEM,0.262832134455361
2018-12-31,DBC,IEF,0.11560530500476292
2018-12-31,DBC,TLT,0.08905610808188964
2018-12-31,DBC,TIP,0.07498619507966602
2018-12-31,DBC,LQD,0.10217819149741557
2018-12-31,DBC,VNQ,0.34068036786119116
2018-12-31,DBC,GLD,0.17373761415818242
2018-12-31,DBC,DBC,1.0
2019-01-31,SPY,SPY,0.9999999999999999
2019-01-31,SPY,VEA,0.7396550159554667
2019-01-31,SPY,EEM,0.73216087224983
2019-01-31,SPY,IEF,-0.1988592838610708
2019-01-31,SPY,TLT,-0.20908021568478366
2019-01-31,SPY,TIP,-0.2282259204579976
2019-01-31,SPY,LQD,0.4250496418973472
2019-01-31,SPY,VNQ,0.2665384150799378
2019-01-31,SPY,GLD,0.2602447743550108
2019-01-31,SPY,DBC,0.2990158278818922
2019-01-31,VEA,SPY,0.7396550159554667
2019-01-31,VEA,VEA,1.0
2019-01-31,VEA,EEM,0.7526854260431678
2019-01-31,VEA,IEF,-0.18172031978391912
2019-01-31,VEA,TLT,-0.21194290649456238
2019-01-31,VEA,TIP,-0.21006894123925865
2019-01-31,VEA,LQD,0.43519377229090356
2019-01-31,VEA,VNQ,0.2796318974630571
2019-01-31,VEA,GLD,0.24727686237790833
2019-01-31,VEA,DBC,0.2678826648305224
2019-01-31,EEM,SPY,0.73216087224983
2019-01-31,EEM,VEA,0.7526854260431678
2019-01-31,EEM,EEM,1.0
2019-01-31,EEM,IEF,-0.19289300854046237
2019-01-31,EEM,TLT,-0.20947280123966627
2019-01-31,EEM,TIP,-0.2298624588023338
2019-01-31,EEM,LQD,0.4339333281581597
2019-01-31,EEM,VNQ,0.25281605736362045
2019-01-31,EEM,GLD,0.23426212498281412
2019-01-31,EEM,DBC,0.26879816005615753
2019-01-31,IEF,SPY,-0.1988592838610708
2019-01-31,IEF,VEA,-0.18172031978391912
2019-01-31,IEF,EEM,-0.19289300854046237
2019-01-31,IEF,IEF,1.0
2019-01-31,IEF,TLT,0.7552783968884572
2019-01-31,IEF,TIP,0.7670437268600561
2019-01-31,IEF,LQD,0.08650104931037932
2019-01-31,IEF,VNQ,0.11330702882192711
2019-01-31,IEF,GLD,0.1171349211442008
2019-01-31,IEF,DBC,0.1014920381925485
2019-01-31,TLT,SPY,-0.20908021568478366
2019-01-31,TLT,VEA,-0.21194290649456238
2019-01-31,TLT,EEM,-0.20947280123966627
2019-01-31,TLT,IEF,0.7552783968884572
2019-01-31,TLT,TLT,1.0
2019-01-31,TLT,TIP,0.7644975879205773
